('37271406470601066', '0758', '262', '240', False)
('28804402001978227', '0228', '921', '585', True)
('6892526085901814004', '0959', '247', '290', True)
('5208093306870', '0969', '392', '498', True)
('1072864538915364790', '0292', '396', '111', True)
('04420196087448213', '0185', '462', '768', True)
('5409366967681892', '0784', '894', '962', True)
('7966017441770', '0190', '951', '470', True)
('091574119950888845', '1145', '673', '145', False)
('8678638151243062821', '0778', '561', '876', True)
('8713474688814324', '1237', '893', '754', True)
('2572792326124214463', '1276', '468', '448', False)
('6509599093153181', '0430', '271', '653', True)
('15894949878879', '0530', '116', '964', True)
('77470194372416', '1239', '120', '316', True)
('563926673967365', '0161', '132', '426', True)
('36117150060564', '0476', '394', '096', True)
('2143775580026', '3138', '711', '745', False)
('2273781720959643', '3318', '572', '815', False)
('2590830270672037028', '0255', '325', '756', True)
('53896167611229942', '1056', '164', '451', False)
('96288939788796', '8285', '310', '546', False)
('661723398286267', '0238', '161', '188', True)
('3617486757227202', '0580', '013', '452', True)
('3723262489978701300', '0253', '972', '776', True)
('624336320646824338', '0589', '045', '801', True)
('3881493845178816015', '0647', '267', '377', False)
('275526789941021173', '0868', '660', '755', True)
('8005969357801756069', '1257', '311', '587', True)
('682408343148858', '0246', '871', '623', False)
('6958928602257', '0934', '532', '399', False)
('93456264843089', '0653', '179', '114', True)
('99818457235704828', '0995', '807', '979', False)
('11013990889586', '1184', '585', '815', True)
('008134689983413610', '1167', '272', '968', True)
('0448846596139', '0861', '305', '320', True)
('837405607770492', '1136', '601', '856', True)
('263029048278320', '0650', '755', '971', False)
('0136876148904762515', '1295', '567', '054', False)
('76295037944820493', '1241', '463', '195', True)
('047672132409187', '3753', '880', '964', False)
('3756021994621379', '0180', '123', '623', False)
('15939276993447439', '1273', '895', '525', False)
('936111406889950', '8998', '621', '586', False)
('4259984650687', '1193', '464', '286', True)
('9015942263516186', '1077', '810', '582', True)
('939509576271270', '4878', '204', '223', False)
('61287194747083093', '0779', '056', '274', False)
('899997539242033', '1040', '980', '675', True)
('70850748248393', '0644', '212', '736', False)
('205374787741574540', '0474', '150', '599', False)
('195190981490950', '1274', '864', '647', True)
('7206510265818', '0782', '508', '667', True)
('215125068021335', '0949', '643', '092', False)
('148719101972915', '1239', '224', '806', False)
('1775683549035495', '0535', '864', '253', True)
('3309747889381', '0226', '162', '946', False)
('802462488131865', '0864', '110', '283', True)
('633929440593262', '8753', '245', '222', False)
('7534603054852310647', '1293', '512', '535', False)
('30806683928394739', '1293', '577', '488', True)
('9931071687471512', '1289', '117', '987', False)
('3063209063283', '0292', '210', '642', True)
('12658028640895', '1045', '469', '533', True)
('744169744211925311', '0798', '860', '449', False)
('831875560833506135', '1261', '644', '730', False)
('20269833530006', '0869', '510', '906', False)
('1591352772864256446', '0138', '275', '978', True)
('366405228499314', '6610', '996', '275', False)
('270417232314301', '0729', '414', '043', True)
('04329541475154330', '0346', '979', '624', False)
('438828986141980', '0178', '621', '377', True)
('0928105349481461', '0291', '676', '941', True)
('5267938878101896', '0660', '173', '501', True)
('1006061971313212', '0658', '694', '340', True)
('74928931047354618', '0573', '484', '326', True)
('0865458698905', '0653', '149', '815', False)
('4597834815269', '0745', '047', '493', True)
('13092264140988498', '0679', '721', '344', True)
('49527641635054440', '0930', '114', '876', True)
('739928528280618846', '0489', '303', '336', True)
('3088772541209', '0189', '635', '580', False)
('35878822966911127', '0681', '268', '964', True)
('19428493453225058', '0884', '524', '607', False)
('0791652922968', '0237', '700', '596', True)
('41388152344105429', '7308', '784', '021', False)
('7442230894216394014', '1262', '909', '759', False)
('1879505899004082054', '7086', '954', '496', False)
('751888634081664', '0656', '766', '844', True)
('9618992063127180', '0370', '112', '719', False)
('889675735142178376', '2961', '677', '360', False)
('58926113793391368', '1255', '639', '732', True)
('2138287721038077', '1045', '742', '676', True)
('7566542893588506366', '5744', '463', '935', False)
('78211039400738403', '0399', '195', '111', False)
('96503724253453596', '0188', '381', '381', True)
('68705710055608797', '1130', '876', '545', True)
('8232062697198467945', '4658', '145', '746', False)
('52351186738682', '0342', '191', '693', False)
('786207413355117', '0663', '264', '735', True)
('448248936649244173', '0147', '039', '313', False)
('9780687279511', '0239', '235', '888', True)
('7246754557447', '0388', '151', '324', True)
('32499879136135346', '0932', '427', '257', False)
('19271420640514', '7027', '847', '896', False)
('66331811255025', '1297', '297', '998', True)
('78273939817985292', '0360', '282', '907', False)
('440595140668184', '0762', '697', '206', False)
('67542497368721', '1276', '589', '830', True)
('476591800620039636', '0282', '302', '215', True)
('503908665879659205', '0684', '519', '309', True)
('951548521623515168', '0335', '329', '687', False)
('1557487411433281341', '6787', '203', '513', False)
('1647111549215', '8647', '023', '974', False)
('08453644673652', '0925', '230', '960', True)
('52916052022195', '5748', '073', '753', False)
('1449020108510525', '0677', '140', '493', False)
('89120709818934', '1171', '319', '169', True)
('5786797746566083493', '0738', '294', '830', True)
('90852045265233', '0662', '366', '179', False)
('2750224648145', '0375', '801', '799', True)
('0151627243596', '1231', '734', '336', True)
('599493334813382', '1186', '895', '676', False)
('114461539300840749', '0134', '299', '063', False)
('69723106704872213', '0243', '428', '698', False)
('087573370260194', '0183', '719', '279', True)
('1535988135412500559', '1184', '130', '119', True)
('844655399762564362', '0457', '736', '731', True)
('39947889021918', '1075', '027', '231', True)
('73834010899599504', '0380', '863', '249', False)
('128782617678040787', '2131', '601', '337', False)
('78814057112352', '0757', '258', '719', True)
('3104690404850310554', '2783', '596', '114', False)
('107240312530512', '0840', '655', '392', False)
('7964305904813542', '0152', '167', '240', False)
('8841284237865774123', '0231', '178', '001', True)
('208516369584971902', '0331', '556', '639', False)
('2787078112173598640', '0195', '529', '700', True)
('5418776096205950', '0940', '656', '354', True)
('0560096051548071', '0534', '860', '600', True)
('849460817104152', '5026', '002', '524', False)
('07614998993567252', '0442', '131', '325', True)
('7133826613641946', '4012', '989', '638', False)
('26783358494327', '0885', '338', '243', False)
('43215474736900', '1243', '351', '515', False)
('793472689572750', '0876', '924', '403', True)
('001398351265003751', '0698', '248', '776', False)
('15916564134583026', '0561', '843', '079', True)
('8058897154999703', '0765', '947', '882', True)
('86692788168425330', '0281', '423', '650', False)
('169994935644691519', '1026', '803', '594', False)
('493033403930666379', '1908', '644', '740', False)
('443404410935797329', '0638', '005', '449', True)
('8851614011680965', '0372', '809', '163', False)
('5425707679532819597', '0362', '692', '072', True)
('9466743097599324102', '1233', '452', '468', True)
('4740105927202675', '7534', '021', '529', False)
('907339149737825854', '0137', '078', '249', False)
('9616669583552293', '1281', '639', '198', True)
('14975196937859252', '0284', '528', '133', True)
('493113186404807', '0451', '038', '694', True)
('51978063456128', '0353', '511', '456', False)
('09698419964565139', '0263', '207', '450', True)
('553228752250583119', '0894', '799', '156', False)
('4674690706834293', '2763', '330', '205', False)
('23846729497973', '1186', '837', '149', True)
('6997972569033', '8973', '652', '298', False)
('87528521893384', '0494', '828', '082', False)
('103370875574124', '0831', '351', '744', False)
('446843576693563319', '0786', '966', '359', False)
('699114868738605', '1026', '772', '376', True)
('40316074148375298', '0235', '901', '961', False)
('42719519058041941', '0725', '763', '132', False)
('155292779458852876', '0566', '985', '201', False)
('567807289865514', '0983', '153', '519', True)
('80502669017541', '0792', '315', '960', True)
('21863793138865136', '3776', '135', '051', False)
('48361440186682', '1299', '524', '534', True)
('86614786039086', '0644', '613', '718', False)
('930016103849014495', '0340', '319', '889', True)
('0132246803980151361', '0297', '338', '300', False)
('5384290591569332', '0986', '145', '357', True)
('37772487897144496', '0668', '684', '093', True)
('89099756213772363', '7032', '533', '171', False)
('00073128627129', '1036', '677', '959', False)
('6593566689573334632', '2749', '020', '832', False)
('1338666645091', '0849', '000', '522', True)
('368652529386504', '0789', '040', '582', True)
('0622811873166', '8851', '137', '022', False)
('5994073130410', '1288', '239', '805', False)
('23699496133392546', '0758', '419', '927', True)
('86550069235209531', '0842', '851', '568', False)
('5258159924538767954', '0795', '992', '698', True)
('772626559653330', '6856', '095', '849', False)
('94050455380602', '0496', '266', '221', False)
('049163220080719762', '1076', '874', '139', False)
('2268265127962', '0481', '536', '104', False)
('7928045994576', '3455', '902', '043', False)
('9022903557317', '9074', '606', '616', False)
('27776000357461', '0928', '535', '908', False)
('747354248362450', '1919', '662', '789', False)
('8136260204478833400', '2202', '033', '853', False)
('5293428456732328129', '6819', '810', '431', False)
('9791841487338', '1157', '920', '247', False)
('7734467490532925', '7984', '955', '072', False)
('238944268865444', '0930', '984', '921', True)
('1820806206684074', '0940', '357', '094', True)
('894015294670909231', '1077', '115', '051', True)
('8374092895273948382', '0647', '548', '148', False)
('87844585558981', '1059', '089', '321', True)
('45179771512809986', '1036', '130', '932', False)
('9976935241802076499', '0765', '813', '045', True)
('02604785379092655', '0172', '751', '664', True)
('4384390276194', '1189', '805', '427', False)
('63992530355405', '0547', '013', '382', True)
('65270753349159', '3971', '905', '697', False)
('9866272432464', '0161', '048', '306', True)
('14989654024056', '0236', '801', '272', True)
('646297681498384', '1092', '589', '032', True)
('5730747878803305', '7413', '550', '388', False)
('1212437763857', '0480', '322', '657', True)
('583808601578108', '0493', '057', '097', True)
('78749383698601', '9911', '500', '691', False)
('33181989820229447', '0554', '110', '078', True)
('7929814060946', '1194', '934', '157', False)
('921542551509570', '0727', '484', '377', False)
('310972066868030', '0247', '690', '903', True)
('9234932205275', '0386', '755', '268', False)
('69682323448590', '0544', '413', '549', True)
('2366656180954259318', '0473', '940', '983', False)
('9062571046772', '1249', '024', '734', False)
('6130963978993', '0395', '321', '622', True)
('5085768331443391815', '0566', '933', '269', False)
('21175737773437', '0147', '310', '417', False)
('5060027146074497305', '1147', '176', '594', True)
('749047841059773949', '0336', '124', '639', False)
('5616031668825262996', '1180', '929', '641', False)
