('811290390608389882', True)
('83649616795526', False)
('62194608778870', False)
('4881686583849', False)
('50875946038288627', False)
('5543284155920', False)
('90408448055695', True)
('302315136650460886', False)
('06341873067849', True)
('7272315406703031', True)
('5021947277524415', True)
('1090386363154', False)
('13084484772397187', False)
('84715527094914761', True)
('28633871809032980', True)
('24839755591743', True)
('7702667278350865', False)
('2565180963942', False)
('65296353424940613', False)
('692204629922106', False)
('5872581606588733079', True)
('06063494776659893', False)
('59481720318833', True)
('31284835329361', False)
('341220906051853562', False)
('401792364245669', False)
('9969395922394227149', True)
('55323228865550835', True)
('70314152060695', False)
('207096073115130', True)
('1650212634755568384', True)
('2406752259537027', False)
('224784133382308', True)
('3683455245778568724', False)
('5925290117804977811', True)
('21340077583693', False)
('94043932812192082', False)
('447084891299182174', False)
('961188946061991', True)
('69708457010490235', False)
('905418832395339999', False)
('6835782267135', False)
('21828823204115316', True)
('6439382859605', False)
('8400419367952', True)
('045875886493336639', False)
('06379727595888', True)
('3066121942654764', True)
('9684697481186928976', False)
('6576724146967', True)
('67008875540380', True)
('72417637935338199', True)
('369377495943844', False)
('15613588356232430', True)
('4916194309282043425', False)
('07648562696137', False)
('7098059446029138', False)
('11618979794415', False)
('06652625268805555', False)
('176556076440323802', True)
('48063342424811', False)
('5530007183236457', False)
('779195309889985', True)
('165072409031356006', False)
('4628812537730', True)
('5531471385119145589', False)
('6392156561230', False)
('623565813507168435', True)
('5450413153052369', False)
('0139072251362', False)
('1260768241038257318', True)
('7646196862490374873', True)
('5718038168450858', False)
('67322738293768', False)
('8975936092001616664', True)
('9460236097512', True)
('06385500091672', True)
('99272123968635', False)
('8908347932628085', False)
('4872059781623', True)
('7940256263189645', False)
('1239242701588104', True)
('1623648259814115117', True)
('3230906757774397', False)
('1720481526413', False)
('22405491224254', True)
('062644813696671', True)
('5477612598634733461', False)
('363478403840548', True)
('7393507425264', True)
('9864705396816815583', True)
('85444289544125465', True)
('04346442000942', False)
('6428855562829775727', True)
('0824757208768761', True)
('35336659352824', True)
('550854849840503263', False)
('9090908823620', True)
('0176460388174', True)
('133443148300035830', True)
('769260134191171', True)
('51730929019354', False)
('8999345566492034', True)
('8186714604269471053', True)
('428215973252413317', False)
('893164096306073584', True)
('505429923398903', False)
('18867722275271107', True)
('9341423627068795572', False)
('3397080936815', False)
('2652004107157528386', False)
('87975768377920', False)
('07403891210675153', True)
('1975647031684479542', False)
('38622480083549', True)
('51138667388799763', False)
('635265165858806', True)
('51499851896792729', False)
('15895168806855', True)
('993978392398819743', False)
('70103106712109', True)
('043200424283559557', True)
('7339714556755', True)
('61903963110862', True)
('92106722672460', True)
('71745433207374', True)
('400931072961044', False)
('0506120207135', True)
('058056420083510231', True)
('2629202809921', False)
('16573405289891', False)
('3857863199378', True)
('2652496581108397379', True)
('371887750219173047', False)
('3692520004376', True)
('3230806628842292', False)
('30518123794021', True)
('643029340678129', True)
('91060854359261100', True)
('7871980961853094', True)
('147314078897260', True)
('0736150037835', True)
('54516743324354608', False)
('868101340476337017', True)
('15544950232272', False)
('275356091662452249', True)
('7790742931798747162', False)
('3491338158476808', False)
('358331473718603062', False)
('4974954601176623', True)
('649235969219008841', True)
('77239037850767', True)
('455295751037080189', True)
('17588368836636', True)
('15337952557345372', False)
('0691149065773386694', True)
('706924836280634', True)
('9124117319953', True)
('5190729981276135', False)
('5471044845613501', False)
('3635682779301', False)
('3525343139773', True)
('5526275790016994', False)
('177445802327499552', False)
('9437816215753818', False)
('597369015280875244', True)
('07842013509490', True)
('7627952695784', False)
('4567659934578', True)
('7241327426009263', False)
('97494884315848651', False)
('277643709299207608', True)
('83390522796643119', False)
('10053126737541753', True)
('414816538782912', True)
('08303585470214', False)
('80041540087803', True)
('1301453121609726', True)
('533999777718094689', False)
('240277065452897060', True)
('9794336916901937459', True)
('435886996243314', True)
('0377706973461128701', True)
('0860029227060', True)
('7161984144273765', False)
('0651677275364', True)
('39390877047015045', False)
('274818962206191565', False)
('0068164312214', False)
('74409718928579', True)
('913195787683600', False)
('9415258599962040615', True)
('1909077620649317', True)
('6234252952642', False)
('7221711015236453513', False)
('7602071735695833', False)
('463821893380178116', False)
('994738820987868', True)
('94819743600793', True)
('8977121109939', True)
('869642963731175254', True)
('2456933697551', False)
('582171069937847411', True)
('5248993884948', False)
('05286797022714252', True)
('2249058570527365310', False)
('4950287444673610792', True)
('6195720901527122', True)
('0134351303700279789', False)
('838592946912450393', False)
('7330144257736803', False)
('75546110961416', True)
('5848099833704239', False)
('9818175071592', True)
('35191535354407', True)
('7139579978753566', True)
('138435927777525', False)
('61423536918451', False)
('8412901198054745154', True)
('14776443080720407', True)
('6972202844514', False)
('7904355601966894935', True)
('205895689320517306', True)
('58398269393256192', True)
('109694728162884', True)
('6042481310536', True)
('1126989505156290', False)
('3607425430935502', True)
('08927352276691', True)
('3020081629636351663', True)
('0280259305249', False)
('3138688974011109', False)
('6165039047817248', False)
('210441756502599', True)
('02525729209316', True)
('03617820829487', True)
('04253192263251754', True)
('8929230998309620648', False)
('0750226950820864803', True)
('785706783491957', False)
('472407111747264674', False)
('15618552862833', False)
('20274729600013104', False)
('15604670139167512', True)
('139747897241576977', True)
('058693120655074', True)
('653898717609629', False)
('24193847136913', True)
('64137903747170231', False)
('710878118433545', False)
('419097693784434480', True)
('4368940980625590701', False)
('7719733979818886795', False)
('113100880048190', False)
('0546076059223279644', True)
('375485166448696343', False)
('6349135310045597', True)
('97416994782243', True)
('000176028340386', False)
('4324431316508', False)
('53145538344929', True)
('869570597876871826', False)
('1935192793739264822', True)
('010208309930078', False)
('8316287363891', True)
('88602243934682', False)
('010030478753975', False)
('539220061151833707', True)
('70295660205780051', False)
('608474628730148', False)
('467768022135089', False)
('818056526371075005', False)
('4671524398356082668', True)
('5614504219030143', True)
('15349463412324582', True)
('05339348084109739', False)
('27226825807208654', False)
('535596199122293', False)
('0286063445011425', False)
('9820253170434612492', False)
('83502226079739363', True)
('385701906245272237', False)
('0180097428848129', True)
('996306851731836', False)
('4599677785375951', False)
('18993237141044841', True)
('8926184768109007', True)
('101544129803199', False)
('80954638741674860', True)
('9306783259432069372', True)
('33450644513440', False)
('86400686899483946', True)
('8029982769870', True)
('5676035576623138195', False)
('1079218642127015', True)
('0398458038252', False)
('712675423882073', False)
('5275408250481', True)
('2138594459097', False)
('75230820950309718', False)
('378283202763518', True)
('553184769843833', False)
('03965716297958', True)
('070927307886233', False)
('112868638651230', False)
('3172487024246', False)
('1391755839791937089', False)
('0567236408113624', True)
('54631941950075381', True)
('6857639033895935', True)
('83394492832894157', False)
('463213596962803177', True)
('064549650491136', True)
('25707375868184085', False)
('86822041341367', False)
('81465156742577859', False)
('854817620850053040', False)
('938658337500477122', True)
('90620716455603458', True)
('9403349122008837', False)
('948626988838620227', True)
('4173002662343507', False)
('4215680550654', False)
('4562385520387', True)
('24087650231403476', True)
('730023850507117', False)
('63966489179430942', True)
('67962552968178074', False)
('138717416166161554', True)
('8262178829055', True)
('62068682498334', False)
('243804376051686358', False)
('761447072646633', False)
('5779397963185739', True)
('9058898051480965703', True)
